id,sales
3002229,7.25801
3002230,90.271515
3002231,11.851495
3002232,935.31445
3002233,726.54156
3002234,19.737898
3002235,26.885395
3002236,686.038
3002237,145.80766
3002238,3807.0012
3002239,396.31174
3002240,43.34109
3002241,14.151288
3002242,0.004540708
3002243,19.043392
3002244,7557.042
3002245,0.0012070067
3002246,1262.2864
3002247,22.194777
3002248,2240.2402
3002249,2111.2964
3002250,587.98334
3002251,353.06317
3002252,269.46082
3002253,9608.417
3002254,67.738045
3002255,1.5816333
3002256,55.49774
3002257,61.260437
3002258,0.06386396
3002259,612.18567
3002260,20.444681
3002261,30.215183
3002262,9.971784
3002263,154.26889
3002264,22.232533
3002265,808.55334
3002266,743.9773
3002267,23.899954
3002268,25.917185
3002269,1031.0195
3002270,255.7685
3002271,8111.9507
3002272,483.56305
3002273,81.01713
3002274,9.103219
3002275,0.035026085
3002276,15.480925
3002277,3917.8027
3002278,0.0
3002279,669.01965
3002280,14.799078
3002281,1792.7737
3002282,1104.5441
3002283,535.72266
3002284,99.74107
3002285,145.5774
3002286,7261.345
3002287,37.101814
3002288,0.34776565
3002289,30.77382
3002290,23.05234
3002291,0.055337608
3002292,534.20966
3002293,19.10846
3002294,13.491255
3002295,1.4929736
3002296,69.61127
3002297,6.7749286
3002298,798.97833
3002299,657.9146
3002300,14.6071825
3002301,21.834332
3002302,611.8419
3002303,99.96604
3002304,2769.586
3002305,397.63098
3002306,22.695957
3002307,10.704206
3002308,0.034520272
3002309,11.135213
3002310,7531.9355
3002311,0.0059785633
3002312,1420.5233
3002313,25.47835
3002314,1955.9111
3002315,2372.9856
3002316,407.82126
3002317,503.40097
3002318,347.7159
3002319,8514.412
3002320,67.055374
3002321,1.9001393
3002322,44.802128
3002323,40.7587
3002324,0.9342506
3002325,539.6702
3002326,13.87816
3002327,37.21294
3002328,13.335904
3002329,223.00616
3002330,23.180527
3002331,783.7164
3002332,477.34442
3002333,19.136986
3002334,27.838285
3002335,972.8238
3002336,279.89673
3002337,11022.494
3002338,352.84106
3002339,93.63649
3002340,6.0260625
3002341,0.21209621
3002342,5.7309914
3002343,1921.3362
3002344,0.009115146
3002345,379.74725
3002346,20.040987
3002347,807.27045
3002348,557.7535
3002349,217.34804
3002350,84.924034
3002351,86.614975
3002352,2902.7651
3002353,20.081938
3002354,0.8788383
3002355,27.91228
3002356,22.39133
3002357,0.47144493
3002358,211.11713
3002359,10.876783
3002360,6.742158
3002361,10.701427
3002362,53.900463
3002363,8.868244
3002364,230.36475
3002365,232.47955
3002366,3.6442814
3002367,6.554152
3002368,216.1811
3002369,64.29715
3002370,2002.8357
3002371,0.14099891
3002372,7.5460396
3002373,9.336434
3002374,0.02122549
3002375,12.922086
3002376,3744.3828
3002377,0.011145976
3002378,608.56665
3002379,27.430592
3002380,1538.3054
3002381,1082.1533
